row_index,Post ID,Category,llm_label,llm_confidence,llm_tactics,llm_rationale
81,998,blackhat_resources,illicit_not_scam,0.9,,Course on building SMTP server is delivered via link with no manipulation or scam indicators present in replies.
82,1049,blackhat_resources,illicit_not_scam,0.9,,The thread shares illegal content (blackhat course) with no clear manipulation or scam tactics present.
83,1051,blackhat_resources,unclear,0.9,,"No transactional or manipulative content present, only a news-like announcement without offers or scams."
84,1054,blackhat_resources,unclear,0.8,,"No clear offer, transaction, or manipulation tactics present; conversation is vague and informational without scam indicators."
85,1063,blackhat_resources,unclear,0.9,,"No transactional or manipulative content present, only unrelated comments on news and meme coin mentions without scam indicators."
86,1064,blackhat_resources,unclear,0.9,,No marketplace or transaction content present; conversation is political commentary without manipulation or scam indicators.
87,1066,blackhat_resources,illicit_not_scam,0.8,authority,Illegal NFT course shared with authority claim but no manipulation or scam indicators; link issues suggest normal sharing problems.
88,1071,blackhat_resources,illicit_not_scam,0.8,,Illegal AI tools offered for free with no evident manipulation or scam tactics in replies.
89,1072,blackhat_resources,illicit_not_scam,0.8,,"Offering a free downloadable file with no evident manipulation or scam tactics, despite user complaints about content quality."
90,1076,blackhat_resources,illicit_not_scam,0.9,,Shared NordVPN account appears delivered as advertised with no evident manipulation or scam tactics present.
91,1081,blackhat_resources,potential_scam,0.8,trust_building,"Post uses vague earnings claims and appeals to profit without evidence, suggesting manipulation but no confirmed scam yet."
92,1105,blackhat_resources,illicit_not_scam,0.9,,Discussion about sharing pirated courses with no evident manipulation or scam tactics present in the thread.
93,1106,blackhat_resources,illicit_not_scam,0.9,,Offers a large collection of illicit resources with no evident manipulation or scam tactics present in the conversation.
94,1107,blackhat_resources,illicit_not_scam,0.9,,Illegal content is shared with working links and no signs of manipulation or scam tactics in the conversation.
95,381,blackhat_resources,illicit_not_scam,0.9,,Post advertises illegal goods with no evident manipulation or scam indicators in replies or offer.
96,383,blackhat_resources,unclear,0.8,,No clear manipulation tactics or scam indicators present; comments are neutral requests for a video demonstration.
97,398,blackhat_resources,illicit_not_scam,0.8,,Discussion about blackhat tool installation with no evident manipulation or scam indicators in the thread.
98,399,blackhat_resources,illicit_not_scam,0.8,,"Post offers blackhat resources with no evident manipulation or scam indicators, and replies show genuine user questions."
99,406,blackhat_resources,unclear,0.8,,No clear manipulation or scam indicators; conversation is vague and lacks evidence of transaction or deception.
100,411,blackhat_resources,illicit_not_scam,0.8,,"Discussion of blackhat resources with no evident manipulation or scam indicators, just typical illicit marketplace offers."
101,413,blackhat_resources,illicit_not_scam,0.8,,Offers illegal hacking courses and tools with no evident manipulation tactics or scam indicators in the thread.
102,419,blackhat_resources,illicit_not_scam,0.8,,Offers illegal courses without manipulation tactics or scam indicators; replies show interest but no evidence of deception or pressure.
103,425,blackhat_resources,illicit_not_scam,0.8,,Offers illegal hacking tools/services with no clear manipulation or scam indicators present in the thread.
104,438,blackhat_resources,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation too brief and vague to classify.
105,532,blackhat_resources,illicit_not_scam,0.8,authority,Post offers blackhat resource with claim of VIP status but no manipulation or scam indicators present in replies.
106,535,blackhat_resources,illicit_not_scam,0.8,,Post offers blackhat tool with payment info but no manipulation tactics or scam indicators present in replies.
107,539,blackhat_resources,illicit_not_scam,0.8,,Offering a free Udemy course coupon without manipulation or scam indicators; likely illicit resale but no deceptive tactics shown.
108,546,blackhat_resources,illicit_not_scam,0.9,,Post shares blackhat AMSI patching instructions without manipulation or scam indicators; replies show confusion but no scam evidence.
109,550,blackhat_resources,illicit_not_scam,0.8,authority,Post advertises blackhat tools with authority claims but no clear manipulation or scam indicators present in replies.
110,551,blackhat_resources,unclear,0.8,fear_induction,Warning about a scammer shows fear induction but no direct scam or manipulation tactics in the thread.
111,554,blackhat_resources,illicit_not_scam,0.8,,The post offers a blackhat tool with no clear manipulation tactics or scam evidence; replies show confusion but no scam reports.
112,562,blackhat_resources,illicit_not_scam,0.8,authority,Post offers blackhat tools with disclaimers and channel branding but no manipulation or scam indicators present in replies.
113,564,blackhat_resources,illicit_not_scam,0.8,authority,Post offers blackhat tools with disclaimers and credit claims but no manipulation or scam indicators present in replies.
114,571,blackhat_resources,illicit_not_scam,0.9,,Illegal blackhat tool is offered with no evident manipulation or scam tactics in the conversation.
115,135,blackhat_resources,illicit_not_scam,0.9,,The post shares a coupon exploit for a paid service with no evident manipulation or scam behavior in replies.
116,157,blackhat_resources,illicit_not_scam,0.9,,"Illegal hacking course offered with download link, no manipulation tactics or scam indicators present in the thread."
117,192,blackhat_resources,unclear,0.8,,"No clear evidence of scam, manipulation tactics, or illicit transaction; conversation too sparse to classify confidently."
118,203,blackhat_resources,unclear,0.8,,Insufficient information or context to determine intent or presence of manipulation tactics in the thread.
119,216,blackhat_resources,illicit_not_scam,0.9,,"Thread offers cracked software with multiple download link requests and shares, no manipulation or scam indicators present."
120,217,blackhat_resources,illicit_not_scam,0.9,,Illegal blackhat tool is offered with no evident manipulation tactics or scam indicators in the conversation.
121,6335,blackhat_resources,illicit_not_scam,0.8,,"Blackhat methodology offered with no evident manipulation or scam tactics, just a normal illicit transaction."
122,6389,blackhat_resources,illicit_not_scam,0.9,,Post shares a blackhat tool link with no evident manipulation or scam indicators in replies.
123,6390,blackhat_resources,illicit_not_scam,0.9,authority,Post offers blackhat tools with claimed expertise but no clear manipulation or scam indicators present in replies.
124,6408,blackhat_resources,illicit_not_scam,0.9,authority,"Post offers blackhat resource with password, no scam or manipulation tactics beyond authority claim present."
125,6460,blackhat_resources,unclear,0.8,,No clear manipulation or scam indicators; conversation is vague and unrelated to the original post content.
126,6486,blackhat_resources,potential_scam,0.85,authority;urgency;trust_building;fear_induction,"Manipulative language, fake urgency, unverifiable trust claims, and fear tactics suggest potential scam but no confirmed fraud yet."
127,435,blackhat_resources,unclear,0.8,,"Insufficient information to determine intent or manipulation tactics from brief, vague messages."
128,440,blackhat_resources,illicit_not_scam,0.8,,"Blackhat resource offered with no evident manipulation or scam indicators, and no complaints or warnings present in replies."
129,447,blackhat_resources,potential_scam,0.8,urgency;trust_building,"Discount with time limit and vouches suggest manipulation, but no confirmed scam or delivery failure in thread."
130,483,blackhat_resources,illicit_not_scam,0.8,,"Selling blackhat bot with no clear manipulation or scam indicators, and replies suggest actual transactions occurring."
131,498,blackhat_resources,illicit_not_scam,0.9,trust_building,Illegal spoofing bot offered with vouch requests but no clear scam or manipulation beyond unverifiable trust claims.
132,513,blackhat_resources,illicit_not_scam,0.9,urgency,Illegal service offered with a time-limited discount but no clear manipulation or scam indicators present in replies.
133,514,blackhat_resources,illicit_not_scam,0.8,,Offers illegal or blackhat services with no evident manipulation tactics or confirmed scam behavior in the thread.
134,571,blackhat_resources,unclear,0.8,,"No clear offer, manipulation, or scam indicators present; comments are vague and do not clarify transaction nature."
135,592,blackhat_resources,illicit_not_scam,0.9,authority;trust_building,"Advertising blackhat OTP bot with claimed features and uptime, no direct scam evidence but uses authority and trust-building language."
136,642,blackhat_resources,illicit_not_scam,0.8,,Discussion involves illegal goods (logs) with no evident manipulation or scam indicators in the thread.
137,248,blackhat_resources,illicit_not_scam,0.8,,Illegal AI/chatbot service offered with no clear manipulation or scam indicators in the conversation.
138,249,blackhat_resources,illicit_not_scam,0.9,,"Thread discusses hacking tutorials and tools with no clear manipulation or scam indicators, consistent with illicit but delivered content."
139,250,blackhat_resources,illicit_not_scam,0.9,,"Post shares hacking tutorial link with no evident manipulation or scam tactics, and replies show no scam indicators or pressure."
140,251,blackhat_resources,illicit_not_scam,0.9,,"Offers illegal hacking tools without clear manipulation or evidence of scam, just typical illicit marketplace discussion."
141,252,blackhat_resources,illicit_not_scam,0.9,,Discussion centers on illegal hacking tools with no evident manipulation or scam tactics present in the thread.
142,253,blackhat_resources,illicit_not_scam,0.9,,"Thread discusses illegal hacking tools with no clear manipulation or scam tactics present, just user inquiries and references."
143,256,blackhat_resources,illicit_not_scam,0.9,,Discussion centers on illegal hacking tools and resources with no clear manipulation or scam tactics present.
144,257,blackhat_resources,illicit_not_scam,0.9,,Thread discusses blackhat tools and hacking services with no clear scam tactics or complaints indicating fraud or manipulation.
145,258,blackhat_resources,illicit_not_scam,0.9,,Discussion centers on illegal hacking tools with no evident manipulation or scam tactics present in the thread.
146,259,blackhat_resources,illicit_not_scam,0.9,,"Post offers illegal hacking service with no clear manipulation or scam tactics, and replies show general discussion without confirmed scam."
147,260,blackhat_resources,illicit_not_scam,0.9,,"Thread offers blackhat tools with no evidence of manipulation or scam tactics, just user inquiries and offers of illegal services."
148,264,blackhat_resources,illicit_not_scam,0.9,,"Thread promotes hacking tutorials and tools with no clear manipulation or scam tactics, just illicit service exchange."
149,267,blackhat_resources,illicit_not_scam,0.9,,"Offers illegal hacking course with no evident manipulation or scam tactics, and no complaints of non-delivery or deception."
150,274,blackhat_resources,illicit_not_scam,0.9,,"Post shares blackhat hacking tutorial link with unrelated comments, no clear manipulation or scam indicators present."
151,277,blackhat_resources,illicit_not_scam,0.9,,Thread discusses illegal hacking and carding topics without evidence of manipulation or scam tactics present.
152,278,blackhat_resources,illicit_not_scam,0.9,,"Thread discusses blackhat tools with no clear manipulation or scam indicators, just user requests and comments."
153,1136,credential_compromise,illicit_not_scam,0.8,trust_building,Illegal service offered with positive vouches but no clear manipulation or scam evidence present in the thread.
154,1230,credential_compromise,potential_scam,0.7,authority;trust_building,Claims of guaranteed delivery and use of 'best' tools suggest authority and trust-building without confirmed scam evidence.
155,14235,credential_compromise,unclear,0.8,,No clear scam or manipulation tactics present; mixed user feedback with no evidence of deception or pressure.
156,14241,credential_compromise,illicit_not_scam,0.9,,The post offers a credential compromise tool with positive user feedback and no signs of manipulation or scam tactics.
157,14243,credential_compromise,illicit_not_scam,0.8,,Selling ChatGPT cookies is illicit but no manipulation or scam indicators are present in the thread.
158,14244,credential_compromise,illicit_not_scam,0.8,,Selling Grammarly cookies is illicit but no manipulation tactics or scam indicators are present in the thread.
159,14245,credential_compromise,illicit_not_scam,0.8,,Selling Netflix cookies implies illicit goods but no manipulation or scam indicators are present in the conversation.
160,14277,credential_compromise,unclear,0.8,,No clear manipulation tactics or scam indicators; conversation is minimal and lacks context or evidence of wrongdoing.
161,14283,credential_compromise,illicit_not_scam,0.8,,The product is likely illicit (cookie for Grammarly) but users confirm it works without evident manipulation tactics.
162,14295,credential_compromise,unclear,0.7,,No clear scam or manipulation tactics present; conversation is vague and lacks evidence of fraud or illicit delivery.
163,14308,credential_compromise,potential_scam,0.8,urgency,"The offer limits invites to first 10, creating artificial scarcity but no clear evidence of scam or delivery failure."
164,14319,credential_compromise,illicit_not_scam,0.8,,Offers illegal credential cookies with no evident manipulation or complaints indicating scam behavior in the thread.
165,14322,credential_compromise,illicit_not_scam,0.8,,"Offering credential compromise service with no evident manipulation or scam indicators, and users discuss usage issues without complaints of fraud."
166,14325,credential_compromise,unclear,0.9,,No clear manipulation or scam indicators; conversation is vague and lacks context or transactional details.
167,14327,credential_compromise,unclear,0.8,,Insufficient information to determine intent or manipulation; replies indicate possible issues but no clear scam or tactics present.
168,14330,credential_compromise,unclear,0.9,,No manipulation tactics or scam indicators present; conversation is benign and unrelated to illicit or scam activity.
169,14339,credential_compromise,potential_scam,0.8,authority;trust_building,Fake giveaway with credential claims and complaints suggests manipulation but no confirmed scam yet.
170,14341,credential_compromise,unclear,0.8,,No clear manipulation or scam indicators; conversation is vague and lacks evidence of deceptive intent or illicit exchange.
171,1714,credential_compromise,illicit_not_scam,0.8,,Discussion about using shells and cPanel for potentially illicit tools without signs of manipulation or confirmed scam.
172,1809,credential_compromise,unclear,0.9,,No clear manipulation or scam indicators; conversation is vague and lacks context or transactional details.
173,1979,credential_compromise,illicit_not_scam,0.8,,Selling SMTP inboxes likely illegal but no manipulation tactics or scam indicators present in the conversation.
174,1980,credential_compromise,unclear,0.8,,No clear manipulation tactics or scam indicators present; conversation is basic inquiry and offer without further detail.
175,681,credential_compromise,unclear,0.8,,No clear manipulation tactics or scam indicators present; replies are vague and do not confirm illicit or deceptive activity.
176,692,credential_compromise,unclear,0.9,,No clear scam or manipulation tactics present; conversation is mostly unclear and fragmented with no evident transaction or pressure.
177,693,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is mostly unclear and fragmented with no explicit offer or complaint.
178,700,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is vague and lacks context or claims.
179,701,credential_compromise,unclear,0.8,,No clear manipulation or scam indicators present; conversation is too brief and ambiguous to classify.
180,703,credential_compromise,unclear,0.9,,"No clear offer, manipulation, or scam indicators present in the brief, informal conversation."
181,706,credential_compromise,unclear,0.8,,No clear manipulation or scam indicators; just a referral link and an unrelated emoji reply.
182,714,credential_compromise,illicit_not_scam,0.8,,Offering cracked apps indicates illegal goods but no manipulation tactics or scam evidence present in the thread.
183,731,credential_compromise,unclear,0.9,,"No clear offer, manipulation, or scam indicators present; replies are vague and do not clarify intent or content."
184,738,credential_compromise,illicit_not_scam,0.8,,Post offers illicit service with no evident manipulation or complaints indicating scam behavior in replies.
185,743,credential_compromise,potential_scam,0.7,trust_building,Claims of free app subscriptions suggest manipulation but no confirmed scam or delivery details present.
186,747,credential_compromise,unclear,0.9,,"No clear offer, manipulation, or scam indicators present; conversation is mostly informal and ambiguous."
187,757,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is vague and lacks sufficient context to classify.
188,758,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is mostly unrelated reactions and emojis.
189,760,credential_compromise,unclear,0.9,,No clear scam or manipulation tactics; conversation is vague and lacks transactional or deceptive signals.
190,761,credential_compromise,unclear,0.9,,"No clear offer, manipulation, or scam indicators present; conversation is vague and lacks context or deceptive tactics."
191,780,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is vague and lacks sufficient context.
192,786,credential_compromise,unclear,0.9,,No clear manipulation tactics or scam indicators present; conversation is casual and lacks transactional context.
193,791,credential_compromise,unclear,0.9,,No clear manipulation or scam indicators; conversation is vague and lacks evidence of deceptive intent or illicit activity.
194,3690,credential_compromise,unclear,0.8,urgency,Original post uses urgency language but no clear scam or illicit activity is evident from replies or context.
195,30750,pirated_media,illicit_not_scam,0.8,,Pirated media offered with no evident manipulation tactics or complaints indicating scam or pressure.
196,30760,pirated_media,illicit_not_scam,0.9,,"Sharing pirated video resources without manipulation tactics or scam indicators, consistent with illicit but delivered content."
197,30762,pirated_media,illicit_not_scam,0.8,,Post advertises pirated media with no manipulation tactics or scam indicators present in replies.
198,30763,pirated_media,illicit_not_scam,0.8,,Discussion about pirated animation content with no manipulation tactics or scam indicators present.
199,30764,pirated_media,illicit_not_scam,0.9,,Pirated media offered and discussed without signs of manipulation or scam tactics in the thread.
200,30775,pirated_media,illicit_not_scam,0.8,,Pirated media offered with no signs of manipulation or complaints indicating scam or pressure tactics.
201,30780,pirated_media,illicit_not_scam,0.8,,Pirated media offered with no evident manipulation or scam tactics present in the conversation.
202,30783,pirated_media,unclear,0.9,,"No clear transaction, manipulation tactics, or scam indicators present; mostly unrelated comments about media content."
203,30785,pirated_media,unclear,0.9,,"No clear transaction, manipulation, or scam indicators present; mostly unrelated comments without illicit or deceptive content."
204,30795,pirated_media,illicit_not_scam,0.9,,Post promotes pirated media with no signs of manipulation or scam tactics in replies.
205,30797,pirated_media,unclear,0.9,,No clear transaction or manipulation tactics present; conversation lacks sufficient signal to determine intent or outcome.
206,30798,pirated_media,illicit_not_scam,0.8,,Post advertises pirated media with no signs of manipulation or scam tactics in replies.
207,30800,pirated_media,illicit_not_scam,0.8,,Pirated media offered with no evident manipulation tactics or complaints indicating scam behavior in replies.
208,30804,pirated_media,illicit_not_scam,0.8,,Advertising pirated media with no signs of manipulation or scam tactics in the conversation.
209,30808,pirated_media,unclear,0.9,,No clear transaction or manipulation tactics present; content is promotional but lacks scam or illicit exchange signals.
210,30821,pirated_media,illicit_not_scam,0.9,,Pirated media shared openly with no manipulation tactics or scam indicators present in the conversation.
211,30833,pirated_media,illicit_not_scam,0.9,,Pirated media shared openly with no signs of manipulation or scam tactics in the conversation.
212,30842,pirated_media,illicit_not_scam,0.9,,Pirated animation content is offered and discussed without signs of manipulation or scam tactics in the thread.
213,30843,pirated_media,illicit_not_scam,0.8,,Pirated media offered with no evident manipulation or complaints indicating scam or pressure tactics.
214,30846,pirated_media,illicit_not_scam,0.8,,"Pirated media offered with no clear manipulation or scam indicators, and replies show access issues, not fraud or pressure tactics."
215,30851,pirated_media,illicit_not_scam,0.8,,"Pirated media offered with no signs of manipulation or scam tactics, only user complaints about download restrictions."
216,30855,pirated_media,unclear,0.9,,"No clear transaction, manipulation, or scam indicators present; conversation is vague and lacks relevant signals."
217,30856,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no manipulation tactics or complaints indicating scam or pressure detected.
218,30760,pirated_media,illicit_not_scam,0.9,,Sharing pirated video resources with no signs of manipulation or scam tactics in the conversation.
219,30762,pirated_media,illicit_not_scam,0.9,,Post advertises pirated media with no evident manipulation tactics or scam indicators in replies.
220,30763,pirated_media,illicit_not_scam,0.8,,The post promotes pirated animation content with no evident manipulation or scam tactics present in the conversation.
221,30764,pirated_media,illicit_not_scam,0.9,,Pirated media offered and discussed without signs of manipulation or scam tactics in replies.
222,30775,pirated_media,illicit_not_scam,0.8,,Pirated media offered and discussed with no signs of manipulation or scam tactics present in the thread.
