Post ID,Category,Channel Name,URL,Message,Combined Replies,purely_english,other_languages,clean_text,Message_Translated,Combined_Replies_Translated,row_index,llm_label,llm_confidence,llm_tactics,llm_rationale
6427,pirated_software,apkcunk_official,https://t.me/apkcunk_official,<NRP> AR Drawing: Sketch & Paint 📱 Play Store / Official Site Link  ✅ Version: 4.2.0  🎉 Mod Info: 🔵 Premium / Paid Features Unlocked 🔵 Added Latest Patch 🔵 Fixes and Improvements  ✅ MOD By @apkcunk_official  🟢 Download APK 👇👇,Please leave the group || Here is the Download Link for CapCut MOD  👉 https://apkcunk.com/capcut-mod/ || Now your most application are not working like capcut and this and many other   How can i/we trust on you  Why I/we  am/are subscribing you whether you not providing working applications..... || Not opening 🤬 || Not opening app || Open hi <PERSON> app,yes,,yes,,,521,potential_scam,0.8,trust_building,Unverifiable mod claims and user complaints suggest possible manipulation but no confirmed scam or delivery failure yet.
150,pirated_software,miya_socute_apk,https://t.me/miya_socute_apk,"Channels: @javacode001 | @ibltool Please report this channel  [SCAM GROUP]  This channel created by PauL, everyone can check him profile here, fraud boss.  https://www.nulled.to/topic/1545078-paul-zhielo-scammer-android-appcloner/",Yes the queen is the best 😍 || He also posted arm key selling 😂 Dont trust anyone. Stay safe  Actually the original reinforcement arm and ultima and other software only buy from this original China channel https://t.me/ultima_pro_official  Also here half of the ultima features are free in Armqueen arm service online bot Anyone can use for free  Thank me later,yes,,yes,,,860,scam,0.9,trust_building;fear_induction,"Original post accuses fraud and scam, with warnings and distrust signals indicating deceptive intent."
153,pirated_software,miya_socute_apk,https://t.me/miya_socute_apk,"I don't understand why you believe the scammer PauL when he is so famous on many forums for selling fake versions of AppCloner   If you buy AppCloner, he will send you a fake copy and block you, you can easily find plenty of evidence of him being a scam   https://www.nulled.to/topic/1545078-paul-zhielo-scammer-android-appcloner/","Anyone have <PERSON>? || <PERSON>, you should not equate presence on his channel with believing or endorsing him. One might just want to monitor his antics for the seeking of amusement... || Yes, this is true, and I have a video to prove that || Nekogram-10.6.4 <NRP> || Facebook mod when? You just make inaccuracy mods while the main one "" Facebook "" is ignored || Yes bro he's motherfucker",yes,,yes,,,861,scam,0.9,trust_building;fear_induction,"Original post accuses seller of fake delivery and blocking, supported by multiple complaints indicating clear scam behavior."
155,pirated_software,miya_socute_apk,https://t.me/miya_socute_apk,"Demo from MiyasSoCute (<PERSON>'s)  •  2.14.4 Premium (No Crash + Stabe)  •  2.17.6 Premium (Stabe)  •  2.17.9 Premium (Unstable A12 And Down)  There is also 2.16.15 Premium but I forgot to include it in the video, and 2.16.11 Premium (No need kill + unlocked all donations + no root)  Because 2.17.9 is experimental and has errors when using Android versions below 13, VphoneGaGa (Android 10) will not be stable  When will PauL have proof video AppCloner 2.17.6 and 2.17.9 to scam?  If you're good, steal the video from me, trash PauL  Note: Stolen my video but not hide MoMo + Vietinbank (Only Vietnam) not available in Philippines (PauL), very stupid...!","what title of the song || Correct pro👍 || it's obviously a scam || Anyone who bought appcloner 2.17, pm me can prove it, and the sale under PAUL's name is a scam || pm || Okey || I want to show you something. || hmm || Da || Proof 😂 || Very stupid",yes,,yes,,,863,potential_scam,0.8,trust_building,Claims of stolen videos and scam warnings suggest manipulation but no confirmed scam or delivery failure in pirated software context.
27691,pirated_software,mudiditech,https://t.me/mudiditech,🗣️YES TRADERS XM BROKER OFFERS 100% DEPOSIT BONUS ✅  🎯ON EVERY DEPOSIT ‼️  https://www.xm.com/referral?token=N3XX-euEQI0aJzit6Y37yw  <NRP>MEANING  WHEN U DEPOSIT  5$ - 10$ 10$- 20$ 20$-40$  🔥IT DOUBLES THE ACCOUNT 😁  💬DON'T WASTE TIME  USE THIS OPPORTUNITY  AND START YOUR JOURNEY OF FOREX 📈  💬REGISTER VIA LINK👇  https://www.xm.com/referral?token=N3XX-euEQI0aJzit6Y37yw  Inbox here for help  👇👇  https://wa.me/256753761662  @MUDIDI256,Send me link I joined || 3$ || How much can earn <DATE_TIME> on $5,yes,,yes,,,1111,potential_scam,0.8,urgency;trust_building,Post uses urgency and unverifiable trust claims to promote a suspicious deposit bonus without confirming actual delivery or scam occurrence.
27736,pirated_software,mudiditech,https://t.me/mudiditech,🅰️Username :102030  🅰️Password :102030,Fake not installing || Not installing,yes,,yes,,,1115,scam,0.9,,"Multiple users report the product is fake and not installing, indicating deceptive intent and non-delivery of promised software."
27856,pirated_software,mudiditech,https://t.me/mudiditech,"Making money with HELAGAIN is as simple as 1,2,3😁😁😁✅✅🔥just create your account , activate🔥🔥🥳get STARTED TODAY🔥💯💯earn in different ways 🎯free and bet spin<NRP> 🎯 watching you tube videos✅ and Tiktok videos 🎯 Click adds and earn 🔥 🎯 answering trivia questions💯🥳  🎯learn forex, website design, get Aviator predictions for free<NRP> 🎯invite friends and earn .up to level 3🔥, GET A WELCOME BONUS AND AGENT BONUS  <NRP> Official business link👇👇  https://www.hellagain.com/user/register.php?ref=Mudidi256  Inbox here after activation for a guidance on how to unlock millions👇👇  https://wa.me/<PHONE_NUMBER>  https://wa.me/<PHONE_NUMBER>",Alright inbox i will guide you || I need u assistant if I activate the account explain to how I benefit in this || I tried but every information I'm entering they are saying that already registered,yes,,yes,,,1120,potential_scam,0.8,authority;urgency;trust_building,"Uses official link claims, urgency in activation, and trust-building language without confirmed scam occurrence."
1039,pirated_software,thinkkersmod,https://t.me/thinkkersmod,<DATE_TIME>+ CANVA LINK PRO POSTED   <DATE_TIME> Pro links   Connect USA vpn   open this link - https://bit.ly/3Sdr0NV  get your redeem code   Visit here - https://tricksndtips.com/giveaway/redeem  Enjoy Canva Pro 😍  Share our Channel   LIFETIME CANVA PRO LINKS  SHARE SCREENSHOT HERE <DATE_TIME>   ENJOY 😉,https://t.me/tricksndtipsofficial/4006 || I can't log into Canva.  I entered card details but I didn't receive any invitation,yes,,yes,,,1559,potential_scam,0.8,trust_building,Unverified lifetime pro links with user complaint suggest possible manipulation but no confirmed scam yet.
1039,pirated_software,thinkkersmod,https://t.me/thinkkersmod,<DATE_TIME>+ CANVA LINK PRO POSTED   <DATE_TIME> Pro links   Connect USA vpn   open this link - https://bit.ly/3Sdr0NV  get your redeem code   Visit here - https://tricksndtips.com/giveaway/redeem  Enjoy Canva Pro 😍  Share our Channel   LIFETIME CANVA PRO LINKS  SHARE SCREENSHOT HERE <DATE_TIME>   ENJOY 😉,https://t.me/tricksndtipsofficial/4006 || I can't log into Canva.  I entered card details but I didn't receive any invitation,yes,,yes,,,1584,potential_scam,0.8,trust_building,Unverified lifetime links and user complaint suggest possible manipulation but no confirmed scam yet.
1416,pirated_software,wire_tunn,https://t.me/wire_tunn,"MAJOR WAYS OF EARNING IN HELLAGAIN  ➡️Watch YouTube videos and <PERSON> ➡️Watch tiktok videos and <PERSON> 🎉 ➡️GET welcome bonus 4500ugx 💵 ➡️Do spin and win money 💵 🔥 ➡️Invite friends and earn in 3 levels 🔥 ➡️Answer Trivia questions and get paid <NRP> Join and activate your account with 16,000sh  Tap link,Register here and Activate  👇🏽👇🏽👇🏽  <PERSON> <PERSON>  Inbox here after activation for a guidance on how to unlock millions👇👇  https://wa.me/256787336072 https://wa.me/256787336072",Sirve para Cuba? || <PERSON> conecta en cuba || Comment ça fonctionne ?,yes,,yes,,,1655,potential_scam,0.7,urgency;trust_building,"Promotes activation fee and bonuses with vague promises, using urgency and unverifiable trust-building language without confirmed scam evidence."
1446,pirated_software,wire_tunn,https://t.me/wire_tunn,"TEAM NIGERIA 🇳🇬 Don’t Accept To Be left behind.  Congs to This Champion who has UNLOCKED  240k in <DATE_TIME>  My dear viewer, don’t forget that the door is always widely open for you,  🤏  Tap link,Register here and Activate with a small fee to get started! 👇🏽👇🏽👇🏽  <PERSON> <PERSON>  Inbox here after activation for guidance on how to unlock thousands 👇👇  https://wa.me/256787336072 https://wa.me/256787336072  Channel official ❤️ 💙https://t.me/helagain 💙 👑👑👑👑👑👑👑👑<NRP>",@azo8moviechannel256 <PHONE_NUMBER>] is sending a spam message.  Action: Muted 🔇 until <DATE_TIME>. || Okay || Wanna learn this so badly Its actually great having this at this time || Amazing this has being good Everything is working fine Lets SIT back || Prepare something for <NRP> people<PERSON>🇿 || Mr <PERSON> am in need of u for serious business,yes,,yes,,,1667,potential_scam,0.8,urgency;trust_building,"Post uses urgency and unverifiable success claims to pressure activation fee payment, but no confirmed scam or delivery failure evident."
266,social_media_manipulation,accountsforsalelucagency,https://t.me/accountsforsalelucagency,▫️▪️▪️▫️▪️▪️▫️▪️▪️▫️   ▪️▫️▫️▪️  Reinstated pages created since <DATE_TIME> ▫️ Passed disabled ads of Facebook once ▫️ Warranty back in <DATE_TIME> and page live for ads when sharing page  Contact us now to get it 🔥 ✅https://t.me/Alice_LucaAgency ✅https://t.me/aimee_lucagency ✅https://t.me/Hazel_Lucagency ✅https://t.me/Christina_LucaAgency ✅https://t.me/Jena_lucagency  Check out our website: https://lucagency.net/,"sure, pls check my direct message || I want to buy a old facebook page can you help me?",yes,,yes,,,1739,potential_scam,0.8,authority;trust_building,Claims of reinstated pages and warranty suggest authority and trust-building without confirmed scam or delivery evidence.
277,social_media_manipulation,accountsforsalelucagency,https://t.me/accountsforsalelucagency,▫️▪️▪️▫️▪️▪️▫️▪️▪️▫️   ▪️▫️▫️▪️  Reinstated pages created since <DATE_TIME> ▫️ Passed disabled ads of Facebook once ▫️ 1900+ real followers ▫️ Warranty back in <DATE_TIME> and page live for ads when sharing page  Contact us now to get it 🔥 ✅https://t.me/Alice_LucaAgency ✅https://t.me/aimee_lucagency ✅https://t.me/Hazel_Lucagency ✅https://t.me/Christina_LucaAgency ✅https://t.me/Jena_lucagency  Check out our website: https://lucagency.net/,Pls check my direct || I want to buy Facebook Accounts.,yes,,yes,,,1740,potential_scam,0.8,authority;trust_building,"Claims of reinstated pages, warranty, and real followers suggest trust-building and authority without clear proof or scam confirmation."
136,social_media_manipulation,boostgram,https://t.me/boostgram,"🚀 Level up your Posts 🚀   We have people who get paid to comment on your posts!  Order 6, <DATE_TIME>, <DATE_TIME>, or 24 customized comments   Real people copy/paste it onto your posts  Get started <DATE_TIME> @instapluscommentsbot  Costs just $<DATE_TIME> comments!",The bot keeps saying my instagram handle doesn’t exist?? It does || Yes contact with me,yes,,yes,,,1743,potential_scam,0.7,trust_building,"Unverifiable claims of real people commenting suggest trust-building, but no confirmed scam or manipulation beyond normal transaction issues."
1289,social_media_manipulation,hxtlistservices,https://t.me/hxtlistservices,IG None Generic Claims  Price starts at $900 claim could be done in 1-24h   RESELLERS WELCOME!  •Requirements: - Inactive 12+ Months - 6 Characters or more  Contact : @Streak,Thats not a non generic claim lol || @noodles i mean || How much for u 2 pull @noodle its inactive,yes,,yes,,,1747,potential_scam,0.7,authority;trust_building,"Claims of reseller status and quick service suggest manipulation, but no confirmed scam or delivery failure is evident."
654,social_media_manipulation,watchhoursyt,https://t.me/watchhoursyt,YouTube Subscribers  Quality - Good Quality Subs  Price ~  Rs. 350 Rs. 200 For 100 Subscribers   Offer Valid For Limited Time✅ (Time wasters Don't msg)  Msg - @YTHANKS   @YouTubeproof | @WatchhoursYT  🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,200 || ⚡️ Permanent YouTube Subscribers  Quality - Good Quality Subs  Price ~  Rs. 350 Rs. 250 For 100 Subscribers   Offer Valid For Limited Time✅ (Time wasters Don't msg)  Msg - https://t.me/YTHANKS   🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 || 100 Subs for Rs. 200 || ⚡️ Permanent YouTube Subscribers  Quality - Good Quality Subs  Price ~  Rs. 350 Rs. 250 For 100 Subscribers   Offer Valid For Limited Time✅ (Time wasters Don't msg)  <PERSON>   🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 || For 90 how many subscribers || ⚡️ Permanent YouTube Subscribers  Quality - Good Quality Subs  Price ~  Rs. 350 Rs. 250 For 100 Subscribers   Offer Valid For Limited Time✅ (Time wasters Don't msg)  <PERSON>   🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,yes,,yes,,,1761,potential_scam,0.8,urgency;trust_building,Limited time offer and repeated claims of quality subs suggest manipulation but no confirmed scam or delivery failure.
